mins,price,closeTime,timestamp,fetch_time,price_float
5,67964.40437794,1771714854496,2026-02-22T00:00:54.499276,2026-02-22 00:00:54,67964.40437794
5,67960.33219857,1771714913151,2026-02-22T00:01:53.490105,2026-02-22 00:01:53,67960.33219857
5,67954.77892252,1771714974424,2026-02-22T00:02:54.204844,2026-02-22 00:02:54,67954.77892252
5,67979.11857102,1771715033024,2026-02-22T00:03:53.335556,2026-02-22 00:03:53,67979.11857102
5,67978.5949229,1771715093433,2026-02-22T00:04:53.449646,2026-02-22 00:04:53,67978.5949229
5,67978.76446339,1771715153477,2026-02-22T00:05:53.722221,2026-02-22 00:05:53,67978.76446339
5,67974.50388137,1771715213738,2026-02-22T00:06:53.506125,2026-02-22 00:06:53,67974.50388137
5,67967.63000596,1771715274114,2026-02-22T00:07:53.977380,2026-02-22 00:07:53,67967.63000596
5,67967.01353227,1771715332923,2026-02-22T00:08:53.096692,2026-02-22 00:08:53,67967.01353227
5,67978.21956476,1771715395872,2026-02-22T00:09:55.875682,2026-02-22 00:09:55,67978.21956476
5,67980.8284242,1771715453557,2026-02-22T00:10:54.193122,2026-02-22 00:10:54,67980.8284242
5,67988.94773077,1771715514626,2026-02-22T00:11:54.452194,2026-02-22 00:11:54,67988.94773077
5,67996.90488626,1771715574213,2026-02-22T00:12:54.207844,2026-02-22 00:12:54,67996.90488626
5,67992.62064822,1771715634006,2026-02-22T00:13:53.804640,2026-02-22 00:13:53,67992.62064822
5,67990.84859402,1771715694279,2026-02-22T00:14:54.460450,2026-02-22 00:14:54,67990.84859402
5,67989.72750626,1771715755482,2026-02-22T00:15:55.211683,2026-02-22 00:15:55,67989.72750626
5,67991.18209935,1771715815411,2026-02-22T00:16:56.357429,2026-02-22 00:16:56,67991.18209935
5,67983.53339581,1771715876492,2026-02-22T00:17:56.241533,2026-02-22 00:17:56,67983.53339581
5,67992.75651008,1771715934164,2026-02-22T00:18:54.017170,2026-02-22 00:18:54,67992.75651008
5,67996.12153342,1771715995051,2026-02-22T00:19:54.846409,2026-02-22 00:19:54,67996.12153342
5,68008.29256158,1771716053139,2026-02-22T00:20:54.445409,2026-02-22 00:20:54,68008.29256158
5,68027.10202078,1771716115327,2026-02-22T00:21:54.892533,2026-02-22 00:21:54,68027.10202078
5,68033.12739263,1771716174972,2026-02-22T00:22:54.687330,2026-02-22 00:22:54,68033.12739263
5,68046.51869976,1771716234886,2026-02-22T00:23:54.625536,2026-02-22 00:23:54,68046.51869976
5,68053.27729623,1771716296382,2026-02-22T00:24:56.151839,2026-02-22 00:24:56,68053.27729623
5,68052.46812763,1771716355225,2026-02-22T00:25:55.169425,2026-02-22 00:25:55,68052.46812763
5,68049.6633939,1771716417391,2026-02-22T00:26:56.975003,2026-02-22 00:26:56,68049.6633939
5,68059.69011322,1771716474856,2026-02-22T00:27:54.710126,2026-02-22 00:27:54,68059.69011322
5,68060.79009521,1771716534511,2026-02-22T00:28:54.428618,2026-02-22 00:28:54,68060.79009521
5,68060.87077436,1771716594417,2026-02-22T00:29:54.449305,2026-02-22 00:29:54,68060.87077436
5,68072.4497305,1771716657422,2026-02-22T00:30:57.150004,2026-02-22 00:30:57,68072.4497305
5,68076.68804187,1771716713301,2026-02-22T00:31:54.493158,2026-02-22 00:31:54,68076.68804187
5,68077.74488926,1771716775680,2026-02-22T00:32:55.670396,2026-02-22 00:32:55,68077.74488926
5,68077.85031398,1771716836443,2026-02-22T00:33:56.580799,2026-02-22 00:33:56,68077.85031398
5,68079.61061826,1771716895969,2026-02-22T00:34:55.619664,2026-02-22 00:34:55,68079.61061826
5,68091.50391994,1771716955581,2026-02-22T00:35:55.468437,2026-02-22 00:35:55,68091.50391994
5,68092.50610945,1771717014954,2026-02-22T00:36:54.751575,2026-02-22 00:36:54,68092.50610945
5,68099.23016379,1771717075678,2026-02-22T00:37:55.445239,2026-02-22 00:37:55,68099.23016379
5,68100.80758736,1771717138472,2026-02-22T00:38:58.138888,2026-02-22 00:38:58,68100.80758736
5,68102.80293008,1771717195258,2026-02-22T00:39:55.302935,2026-02-22 00:39:55,68102.80293008
5,68098.8753395,1771717255770,2026-02-22T00:40:55.449025,2026-02-22 00:40:55,68098.8753395
5,68096.18910759,1771717315164,2026-02-22T00:41:54.941630,2026-02-22 00:41:54,68096.18910759
5,68093.4980304,1771717375120,2026-02-22T00:42:54.768163,2026-02-22 00:42:54,68093.4980304
5,68092.02767785,1771717434472,2026-02-22T00:43:54.893771,2026-02-22 00:43:54,68092.02767785
5,68087.3462129,1771717495573,2026-02-22T00:44:55.240275,2026-02-22 00:44:55,68087.3462129
5,68077.46678629,1771717554226,2026-02-22T00:45:54.050531,2026-02-22 00:45:54,68077.46678629
5,68058.43750995,1771717614792,2026-02-22T00:46:54.704736,2026-02-22 00:46:54,68058.43750995
5,68048.58963863,1771717675205,2026-02-22T00:47:55.051285,2026-02-22 00:47:55,68048.58963863
5,68028.84644493,1771717735131,2026-02-22T00:48:54.903255,2026-02-22 00:48:54,68028.84644493
5,68015.70606951,1771717796349,2026-02-22T00:49:55.993611,2026-02-22 00:49:55,68015.70606951
5,68009.06247801,1771717856170,2026-02-22T00:50:55.941318,2026-02-22 00:50:55,68009.06247801
