date,avg_price,min_price,max_price,opening_price,closing_price,price_change,price_change_pct,total_data_points,hours_with_data,calculated_at
2026-02-25,66472.28600017636,66442.90529736,66482.75865615,66442.90529736,66482.75865615,39.85335879000195,0.059981360856575086,11,1,2026-02-25 15:21:20
