date,hour,avg_price,min_price,max_price,first_price,last_price,data_points,calculated_at
2026-02-23,17,65554.35911588,65554.35911588,65554.35911588,65554.35911588,65554.35911588,1,2026-02-23 17:37:56
2026-02-23,18,65358.19694446999,65358.12402509,65358.26380911,65358.26380911,65358.12402509,3,2026-02-23 18:47:34
2026-02-23,19,65083.556895254005,65079.65866663,65097.02441227,65097.02441227,65079.65866663,5,2026-02-23 19:58:37
