date,close,sentiment_mean,news_count,target
2024-10-04,2645.800048828125,0.022854437229437228,20.0,0
2024-10-07,2644.800048828125,0.013114519580036824,29.0,0
2024-10-08,2615.0,0.04576220150816925,31.0,0
2024-10-09,2606.0,0.002367424242424238,28.0,1
2024-10-10,2620.60009765625,0.005685185185185182,20.0,1
2024-10-11,2657.60009765625,-0.04999999999999999,8.0,0
2024-10-14,2647.800048828125,-0.011273448773448776,6.0,1
2024-10-15,2661.39990234375,0.0,0.0,1
2024-10-16,2674.0,-0.4,2.0,1
2024-10-17,2691.0,-0.07500000000000001,2.0,1
2024-10-18,2713.699951171875,0.0,0.0,1
2024-10-21,2723.10009765625,0.005998075998075999,18.0,1
2024-10-22,2744.199951171875,0.027455357142857142,16.0,0
2024-10-23,2714.39990234375,0.022317708333333332,16.0,1
2024-10-24,2734.89990234375,0.07289315347351062,28.0,1
2024-10-25,2740.89990234375,0.04349551414768806,23.0,1
2024-10-28,2742.89990234375,-0.024998096039762704,12.0,1
2024-10-29,2768.39990234375,-0.06705956080956081,13.0,1
2024-10-30,2788.5,-0.01359994172494173,13.0,0
2024-10-31,2738.300048828125,0.026604587542087544,16.0,1
2024-11-01,2738.60009765625,0.023107619403915695,9.0,0
2024-11-04,2736.10009765625,-0.02321428571428572,14.0,1
2024-11-05,2740.300048828125,0.019789214197108936,19.0,0
2024-11-06,2667.60009765625,0.1557929636501065,21.0,1
2024-11-07,2698.39990234375,0.09674569771791994,27.0,0
2024-11-08,2687.5,0.08034969257795345,23.0,0
2024-11-11,2611.199951171875,0.046556827675248734,38.0,0
2024-11-12,2600.0,-0.018115883210991907,46.0,0
2024-11-13,2580.800048828125,0.005711451247165535,28.0,0
2024-11-14,2568.199951171875,0.08635670995670995,25.0,0
2024-11-15,2565.699951171875,0.06942640692640692,11.0,1
2024-11-18,2610.60009765625,0.11067171717171717,15.0,1
2024-11-19,2627.10009765625,-0.0693181818181818,10.0,1
2024-11-20,2648.199951171875,0.00871284271284271,10.0,1
2024-11-21,2672.10009765625,0.13345784231200897,18.0,1
2024-11-22,2709.89990234375,0.03239658733079785,19.0,0
2024-11-25,2616.800048828125,0.12219666907166905,21.0,1
2024-11-26,2620.300048828125,0.009076879910213246,30.0,1
2024-11-27,2639.89990234375,0.08383884633884635,39.0,1
2024-11-29,2657.0,-0.020893243661100805,21.0,0
2024-12-02,2634.89990234375,0.04191378066378066,17.0,1
2024-12-03,2644.699951171875,-0.0014742202242202266,13.0,1
2024-12-04,2653.800048828125,-0.01951704545454546,8.0,0
2024-12-05,2626.60009765625,-0.009122474747474752,18.0,1
2024-12-06,2638.60009765625,-0.016093653370439092,14.0,1
2024-12-09,2664.89990234375,0.02790118016903731,30.0,1
2024-12-10,2697.60009765625,0.012710437710437707,12.0,1
2024-12-11,2733.800048828125,0.025213014498728786,21.0,0
2024-12-12,2687.5,0.030822404719463545,17.0,0
2024-12-13,2656.0,0.028255649022694476,22.0,0
2024-12-16,2651.39990234375,-0.0480777302503493,21.0,0
2024-12-17,2644.39990234375,-0.03824594630515683,19.0,0
2024-12-18,2636.5,-0.010138888888888888,20.0,0
2024-12-19,2592.199951171875,-0.012810295414462077,24.0,1
2024-12-20,2628.699951171875,0.011268016785258165,29.0,0
2024-12-23,2612.300048828125,0.004585385878489326,29.0,1
2024-12-24,2620.0,-0.06577184179456906,22.0,1
2024-12-26,2638.800048828125,-0.0074041005291005275,18.0,0
2024-12-27,2617.199951171875,0.01881265664160401,19.0,0
2024-12-30,2606.10009765625,0.05044856459330144,19.0,1
2024-12-31,2629.199951171875,0.004793771043771042,18.0,1
2025-01-02,2658.89990234375,0.047002164502164503,20.0,0
2025-01-03,2645.0,-0.011177128427128435,20.0,0
2025-01-06,2638.39990234375,0.003484848484848484,19.0,1
2025-01-07,2656.699951171875,-0.06665778151889262,18.0,1
2025-01-08,2664.5,-0.023882154882154883,15.0,1
2025-01-09,2683.800048828125,0.049840534979423874,9.0,1
2025-01-10,2708.5,0.001145382395382395,14.0,0
2025-01-13,2673.5,0.03710289166171519,17.0,1
2025-01-14,2677.5,0.005265567765567764,13.0,1
2025-01-15,2712.5,0.005884096062667489,21.0,1
2025-01-16,2746.39990234375,-0.001285173160173161,14.0,0
2025-01-17,2744.300048828125,0.036951108305274975,12.0,1
2025-01-21,2755.0,0.10523809523809521,5.0,1
2025-01-22,2767.60009765625,0.07697089947089947,9.0,0
2025-01-23,2763.10009765625,0.07111111111111111,6.0,1
2025-01-24,2777.300048828125,-0.0031746031746031755,9.0,0
2025-01-27,2737.5,0.09447916666666667,16.0,1
2025-01-28,2766.800048828125,-0.12734567901234564,9.0,1
2025-01-29,2769.10009765625,-0.029652777777777767,12.0,1
2025-01-30,2823.0,-0.028448372615039273,18.0,0
2025-01-31,2812.5,-0.009232937844048949,27.0,1
2025-02-03,2833.89990234375,-0.03781385281385281,14.0,1
2025-02-04,2853.300048828125,0.08168911335578002,9.0,1
2025-02-05,2871.60009765625,0.031151515151515152,10.0,0
2025-02-06,2856.0,0.043333333333333335,6.0,1
2025-02-07,2867.300048828125,-0.029663518299881942,5.0,1
2025-02-10,2914.300048828125,0.010731995277449826,7.0,0
2025-02-11,2912.5,0.11426423324150597,8.0,0
2025-02-12,2909.0,0.06830582611832611,16.0,1
2025-02-13,2925.89990234375,0.07426948051948051,8.0,0
2025-02-14,2883.60009765625,-0.055421852453102445,24.0,1
2025-02-18,2931.60009765625,0.0004253246753246759,20.0,0
2025-02-19,2919.39990234375,0.011336580086580091,24.0,1
2025-02-20,2940.0,-0.05757575757575757,11.0,0
2025-02-21,2937.60009765625,0.03095238095238095,7.0,1
2025-02-24,2947.89990234375,0.010344717011383679,21.0,0
2025-02-25,2904.5,0.042834249084249085,26.0,1
2025-02-26,2916.800048828125,0.024999999999999998,8.0,0
2025-02-27,2883.199951171875,0.059087702421035754,9.0,0
2025-02-28,2836.800048828125,0.057781494599676415,33.0,1
2025-03-03,2890.199951171875,0.07178562178562178,13.0,1
2025-03-04,2909.60009765625,0.005603455186788519,18.0,1
2025-03-05,2915.300048828125,-0.08666666666666667,7.0,1
2025-03-06,2916.60009765625,-0.003535353535353538,9.0,0
2025-03-07,2904.699951171875,-0.05445569136745607,17.0,0
2025-03-10,2891.0,0.06512138188608776,17.0,1
2025-03-11,2912.89990234375,-0.020353535353535356,6.0,1
2025-03-12,2939.10009765625,0.020494056208341924,21.0,1
2025-03-13,2984.300048828125,0.026078869047619052,16.0,1
2025-03-14,2994.5,-0.1426190476190476,10.0,1
2025-03-17,3000.0,0.04424963924963925,15.0,1
2025-03-18,3035.10009765625,0.22708333333333333,4.0,1
2025-03-19,3035.89990234375,0.07872123015873016,20.0,1
2025-03-20,3040.0,-0.005202020202020199,11.0,0
2025-03-21,3018.199951171875,-0.019090909090909096,7.0,0
2025-03-24,3013.10009765625,-0.006428571428571425,10.0,1
2025-03-25,3023.699951171875,-0.01168695887445887,8.0,0
2025-03-26,3020.89990234375,-0.08149857954545454,16.0,1
2025-03-27,3060.199951171875,-0.015296717171717171,12.0,1
2025-03-28,3086.5,0.016179653679653686,7.0,1
2025-03-31,3122.800048828125,0.03638806900170537,22.0,0
2025-04-01,3118.89990234375,-0.002605820105820108,12.0,1
2025-04-02,3139.89990234375,-0.0027312409812409815,20.0,0
2025-04-03,3097.0,0.041666666666666664,6.0,0
2025-04-04,3012.0,0.005803571428571431,12.0,0
2025-04-07,2951.300048828125,0.049286616161616156,20.0,1
2025-04-08,2968.39990234375,0.0078125,2.0,1
2025-04-09,3056.5,0.019548160173160176,8.0,1
2025-04-10,3155.199951171875,0.08477610930735931,20.0,1
2025-04-11,3222.199951171875,0.017339228753702435,19.0,0
2025-04-14,3204.800048828125,0.0035182571052136216,23.0,1
2025-04-15,3218.699951171875,0.026587662337662337,15.0,1
2025-04-16,3326.60009765625,-0.001675527201842993,19.0,0
2025-04-17,3308.699951171875,0.039679359991859994,26.0,1
2025-04-21,3406.199951171875,-0.02298639994718426,17.0,0
2025-04-22,3400.800048828125,0.02102014294996751,19.0,0
2025-04-23,3276.300048828125,-0.0006663574520717425,14.0,1
2025-04-24,3332.0,0.04550106326422115,19.0,0
2025-04-25,3282.39990234375,-0.007638888888888885,10.0,1
2025-04-28,3332.5,-0.022933982683982675,10.0,0
2025-04-29,3318.800048828125,-0.01441428170594838,8.0,0
2025-04-30,3305.0,-0.06707505247277974,11.0,0
2025-05-01,3210.0,-0.04360454030096888,7.0,1
2025-05-02,3231.89990234375,0.08258797584690443,14.0,1
2025-05-05,3311.300048828125,0.042322946729196724,20.0,1
2025-05-06,3411.39990234375,0.054080090874733734,20.0,0
2025-05-07,3381.39990234375,0.04410908807967632,17.0,0
2025-05-08,3296.60009765625,0.007778439153439154,20.0,1
2025-05-09,3335.39990234375,0.01953150887178665,18.0,0
2025-05-12,3220.0,0.03045634920634921,12.0,1
2025-05-13,3240.300048828125,-0.0303125,8.0,0
2025-05-14,3181.39990234375,-0.051250000000000004,8.0,1
2025-05-15,3220.699951171875,0.0,5.0,0
2025-05-16,3182.0,0.033150703463203465,16.0,1
2025-05-19,3228.89990234375,0.005546969696969694,25.0,1
2025-05-20,3280.300048828125,-0.03270303971390928,23.0,1
2025-05-21,3309.300048828125,-0.00623953823953824,5.0,0
2025-05-22,3292.300048828125,0.014072543617998163,11.0,1
2025-05-23,3363.60009765625,-0.016787624140565314,17.0,0
2025-05-27,3299.10009765625,0.015097845624161417,19.0,0
2025-05-28,3293.60009765625,0.09916666666666667,20.0,1
2025-05-29,3317.10009765625,0.058090277777777775,20.0,0
2025-05-30,3288.89990234375,0.06933776540919398,14.0,1
2025-06-02,3370.60009765625,0.04975351339481775,23.0,0
2025-06-03,3350.199951171875,-0.056874338624338626,15.0,1
2025-06-04,3373.5,0.06813131313131313,20.0,0
2025-06-05,3350.699951171875,0.07242177173899864,17.0,0
2025-06-06,3322.699951171875,0.020770202020202015,8.0,1
2025-06-09,3332.10009765625,0.012196518759018756,24.0,0
2025-06-10,3320.89990234375,-0.023220486111111105,8.0,1
2025-06-11,3321.300048828125,0.01876186678818258,19.0,1
2025-06-12,3380.89990234375,-0.006518518518518516,15.0,1
2025-06-13,3431.199951171875,-0.08257440476190477,28.0,0
2025-06-16,3396.39990234375,0.029987030165601596,21.0,0
2025-06-17,3386.60009765625,0.005234487734487735,24.0,1
2025-06-18,3389.800048828125,-0.027082972582972577,20.0,0
2025-06-20,3368.10009765625,0.053641173641173635,15.0,1
2025-06-23,3377.699951171875,0.04668605699855699,24.0,0
2025-06-24,3317.39990234375,-0.026342377860235005,28.0,1
2025-06-25,3327.10009765625,0.0656267217630854,22.0,1
2025-06-26,3333.5,0.07837832102537984,17.0,0
2025-06-27,3273.699951171875,0.03675819036930148,24.0,1
2025-06-30,3294.39990234375,0.15884848484848485,25.0,1
2025-07-01,3336.699951171875,0.12285185185185185,30.0,1
2025-07-02,3348.0,0.05111408199643494,17.0,0
2025-07-03,3331.60009765625,0.0653759820426487,9.0,1
2025-07-04,3332.5,0.023276790724707386,24.0,0
2025-07-07,3332.199951171875,-0.0038058879392212754,25.0,0
2025-07-08,3307.0,0.006886724386724385,28.0,1
2025-07-09,3311.60009765625,0.022923809523809523,25.0,1
2025-07-10,3317.39990234375,-0.054031491384432556,17.0,1
2025-07-11,3356.0,0.006545815295815295,28.0,0
2025-07-14,3351.5,-0.03339257725033587,29.0,0
2025-07-15,3329.800048828125,0.01001736111111111,12.0,1
2025-07-16,3352.5,0.0055243055555555575,20.0,0
2025-07-17,3340.10009765625,-0.002042877757163473,21.0,1
2025-07-18,3353.0,0.03952905680178408,22.0,1
2025-07-21,3401.89990234375,0.043033309283309285,30.0,1
2025-07-22,3439.199951171875,0.014238528138528137,25.0,0
2025-07-23,3394.10009765625,-0.043832792207792196,10.0,0
2025-07-24,3371.0,-0.0532070707070707,17.0,0
2025-07-25,3334.0,-0.024314194577352472,19.0,0
2025-07-28,3309.10009765625,0.016226264916741107,21.0,1
2025-07-29,3323.39990234375,0.031063596491228064,19.0,0
2025-07-30,3295.800048828125,0.028241341991341987,12.0,0
2025-07-31,3293.199951171875,0.06173448773448773,15.0,1
2025-08-01,3347.699951171875,0.05571957671957672,15.0,1
2025-08-04,3374.39990234375,0.011364718614718612,20.0,1
2025-08-05,3381.89990234375,0.04265151515151515,10.0,0
2025-08-06,3380.0,0.034781527395163755,22.0,1
2025-08-07,3400.300048828125,-0.09957070707070709,21.0,1
2025-08-08,3439.10009765625,-0.05366910866910868,13.0,0
2025-08-11,3353.10009765625,0.004067952249770431,22.0,0
2025-08-12,3348.89990234375,-0.016962861699703808,19.0,1
2025-08-13,3358.699951171875,-0.01761616161616162,30.0,0
2025-08-14,3335.199951171875,0.007850952708907252,28.0,1
2025-08-15,3336.0,0.033808932693293006,47.0,0
2025-08-18,3331.699951171875,0.027662646696737604,26.0,0
2025-08-19,3313.39990234375,0.01833860583860584,26.0,1
2025-08-20,3343.39990234375,0.00911044973544974,18.0,0
2025-08-21,3336.89990234375,-0.0023726930963773093,19.0,1
2025-08-22,3374.39990234375,-0.06842345872518286,29.0,0
2025-08-25,3373.800048828125,0.07384211573866746,29.0,1
2025-08-26,3388.60009765625,0.043571428571428567,20.0,1
2025-08-27,3404.60009765625,0.0032435591029340996,32.0,1
2025-08-28,3431.800048828125,0.06923808366321736,22.0,1
2025-08-29,3473.699951171875,0.14344310956705913,21.0,1
2025-09-02,3549.39990234375,0.02024414653446912,31.0,1
2025-09-03,3593.199951171875,0.019552669552669554,23.0,0
2025-09-04,3565.800048828125,0.0147632074715408,18.0,1
2025-09-05,3613.199951171875,-0.01314333814333815,15.0,1
2025-09-08,3638.10009765625,-0.029491129785247438,17.0,1
2025-09-09,3643.300048828125,-0.04052083333333333,16.0,1
2025-09-10,3643.60009765625,-0.012036124794745485,29.0,0
2025-09-11,3636.89990234375,-0.06977954144620811,27.0,1
2025-09-12,3649.39990234375,0.0006928721901983915,34.0,1
2025-09-15,3682.199951171875,0.03864850427350427,13.0,1
2025-09-16,3688.89990234375,0.04247549019607843,17.0,0
2025-09-17,3681.800048828125,-0.04513888888888889,16.0,0
2025-09-18,3643.699951171875,-0.05147038999012683,19.0,1
2025-09-19,3671.5,0.0036210317460317392,14.0,1
2025-09-22,3740.699951171875,0.0718710542929293,24.0,1
2025-09-23,3780.60009765625,0.0033671820603638773,22.0,0
2025-09-24,3732.10009765625,0.031179764679764684,25.0,1
2025-09-25,3736.89990234375,0.05420330537518037,16.0,1
2025-09-26,3775.300048828125,0.04789189514189514,15.0,1
2025-09-29,3820.89990234375,0.05954670329670329,20.0,1
2025-09-30,3840.800048828125,0.1106497113997114,15.0,1
2025-10-01,3867.5,-0.0023752705627705585,20.0,0
2025-10-02,3839.699951171875,-0.03684718614718614,25.0,1
2025-10-03,3880.800048828125,0.04026665464165464,18.0,1
2025-10-06,3948.5,0.014180345117845121,30.0,1
2025-10-07,3976.60009765625,0.03306107954545455,16.0,1
2025-10-08,4043.300048828125,0.0318476755976756,37.0,0
2025-10-09,3946.300048828125,-0.04012896825396825,24.0,1
2025-10-10,3975.89990234375,0.0002799227799227773,37.0,1
2025-10-13,4108.60009765625,0.03729536592439818,31.0,1
2025-10-14,4138.7001953125,0.06426448551448552,22.0,1
2025-10-15,4176.89990234375,0.01409063159063159,32.0,1
2025-10-16,4280.2001953125,-0.00433925703925704,30.0,0
2025-10-17,4189.89990234375,0.0372391637991638,25.0,1
2025-10-20,4336.39990234375,0.046327561327561335,24.0,0
2025-10-21,4087.699951171875,0.0009516079158936356,21.0,0
2025-10-22,4044.39990234375,0.12986399711399713,15.0,1
2025-10-23,4125.5,0.08427819865319866,18.0,0
2025-10-24,4118.39990234375,0.049775883838383835,24.0,0
2025-10-27,4001.89990234375,0.011044973544973552,9.0,0
2025-10-28,3966.199951171875,0.12898065476190476,8.0,1
2025-10-29,3983.699951171875,0.12738095238095237,2.0,1
2025-10-30,4001.300048828125,0.06417613636363637,16.0,0
2025-10-31,3982.199951171875,0.019645176252319114,21.0,1
2025-11-03,4000.300048828125,0.011731601731601732,13.0,0
2025-11-04,3947.699951171875,0.0016583416583416612,13.0,1
2025-11-05,3980.300048828125,0.02380952380952381,7.0,0
2025-11-06,3979.89990234375,0.0787878787878788,11.0,1
2025-11-07,3999.39990234375,0.05069661473404789,17.0,1
2025-11-10,4111.7998046875,0.023290598290598288,13.0,0
2025-11-11,4106.7998046875,0.005597911513090085,24.0,1
